Nquest;Indicaçãodedataehora;@1.ParacomeçarselecioneemqualcategoriadeusuáriodoSistemadeBiblio;@2.Informequaloseusexo;@3.Casosejaalunoaselecioneacategoriadeensinodoseucurso;@4.Selecioneemqualáreadoconhecimentooseucursoestáinserido;@5.Selecioneasbibliotecasquevocêfrequenta;@6.Possuialgumtipodedeficiência;@7.Sesimselecionequaléasuadeficiência;@8.QualisdosserviçoseourecursosoferecidospelaBibliotecaUniversit;@9.Emquaisdosseguintescanaisvocêidentificaadivulgaçãodosserviços;@10.VocêjáacessouapáginadabibliotecanaInternet;@11.Vocêtemrecebidoasnotificaçõesemitidasautomaticamentepelosist;@12.Qualoseugraudesatisfaçãoemrelaçãoaocatálogoonline;@13.QualoseugraudesatisfaçãoemrelaçãoaoPortaldePeriódicosdaCAPES;@14.QualoseugraudesatisfaçãoemrelaçãoàBibliotecaDigitaldeTeseseD;@15.QualoseugraudesatisfaçãoemrelaçãoaoRepositórioInstitucionalR;@16.Osserviçoseourecursosdepesquisadisponibilizadospelapáginadab;@17.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@18.Ohoráriodefuncionamentonasbibliotecasquevocêfrequentatematen;@19.Qualoseugraudesatisfaçãocomacordialidadeeouempatiaporpartedo;@20.Vocêjánecessitoudoauxíliodosservidoresdobalcãodeempréstimoda;@21.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@22.Vocêjáfoiatendidoporalgumabibliotecárioanasbibliotecasquevoc;@23.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@24.Vocêjánecessitouseratendidopeloserviçodecomutaçãobibliográfi;@25.Sesimqualoseugraudesatisfaçãoquantoaesseatendimento;@26.Qualoseugraudesatisfaçãoquantoàeficiêncianaemissãodedeclaraç;@27.Deixeaquiseucomentáriocríticaeousugestãosobreoatendimentonas;@28.Vocêjárecorreuàorientaçãonanormalizaçãodetrabalhosacadêmicos;@29.Sesimqualoseugraudesatisfaçãoquantoaessaorientação;@30.Vocêjáacessoualgumdosrecursoseouferramentasdeauxílioànormali;@31.Sesimqualoseugraudesatisfaçãoquantoaessesrecursos;@32.Naelaboraçãodetrabalhosacadêmicoscomovocêcostumafazeroseulev;@33.Vocêjásolicitouelaboraçãodefichacatalográficaemalgumadasbibl;@34.Sesimqualoseugraudesatisfaçãoquantoàeficiêncianaelaboraçãoen;@35.Deixeaquiseucomentáriocríticaeousugestãosobreosserviçoserecu;@36.VocêjáparticipoudealgumdostreinamentosoferecidospeloSistemad;@37.Sesimqualoseugraudesatisfaçãoquantoaessetreinamento;@38.Vocêjáfezusodealgumdostutoriaisdisponibilizadosnositedabibli;@39.Sesimqualoseugraudesatisfaçãoquantoaessestutorialis;@40.Deixeaquiseucomentáriocríticaeousugestãosobreasatividadesdee;@41.Abibliografiadasdisciplinasdoseucursoestádisponívelnasbiblio;@42.Aquantidademáximadematerialbibliográficoemprestadoporusuário;@43.Aquantidademáximadediasdeempréstimoéde25diasparaalunospesqui;@44.Vocêjáacessoualgumdoscanaiseouferramentasdedivulgaçãodenovas;@45.Oacervodelivroseletrônicosebookscontemplaademandadoseucurso;@46.Deixeaquiseucomentáriocríticaeousugestãosobreacomposiçãodoac;@47.Nasuaopiniãoaclimatizaçãonasbibliotecasquevocêfrequentasãosa;@48.Nasuaopiniãoaluminosidadenasbibliotecasquevocêfrequentasãosa;@49.Nasuaopiniãoaquantidadedemobíliamesascadeirasetc.existentena;@50.Comovocêconsideraaquantidadedecomputadoresdisponibilizadospa;@51.QualoseugraudesatisfaçãocomaqualidadedaredeWiFiinternetsemfi;@52.Deixeaquiseucomentáriocríticaeousugestãosobreainfraestrutura;@53.Ascondiçõesdeacessibilidadenoentornodasbibliotecasquevocêfre;@54.Ascondiçõesdeacessibilidadenoprédiodasbibliotecasquevocêfreq;@55.Nasuaopiniãoosservidoresresponsáveispeloatendimentonasbiblio;@56.VocêconheceoserviçoBUemLibrasdisponívelnapáginadaBibliotecaU;@57.SesimqualoseugraudesatisfaçãoquantoaoserviçoBUemLibras;@58.Oserviçodelevantamentobibliográficoparapessoascomdeficiência;@59.Oserviçodedigitalizaçãodematerialbibliográficoparapessoascom;@60.Apesquisanocatálogoonlinefeitapormeiodomóduloacessibilidaded;@61.Acomposiçãodoacervoemformatoacessíveltaiscomodisponibilizaçã;@62.Deixeaquiseucomentáriocríticaeousugestãosobreaacessibilidade;@63.NasuaopiniãoestequestionáriocontemploutodasasdimensõesdoSist;@64.Qualoseugraudecompreensãodasquestõesaoresponderestequestioná;@65.Deixeaquiseucomentáriocríticaeousugestãosobreaestruturadeste
167;24-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Medicina;Biblioteca de Ciências da Saúde (BCS);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Salas de estudo;Portal da UFC;Sim;Sim;4;9;9;9;4; ;Sim;4;Sim;4;Sim;3; ;9;9; ;Não;9;Não;9;Compareço aos treinamentos ministrados pelo Sistema de Bibliotecas da UFC;Não;9; ;Sim;4;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Sim;Suficiente;4;Gostaria que fosse tomada providências em relação aos gatos na BCS. Mau cheiro, comida espalhada e até pombos entram na biblioteca para comer a ração dos gatos. Um absurdo, pois fica dentro da biblioteca e bem na entrada. Local de gato não dentro de uma biblioteca!;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;4; 
168;24-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Biblioteconomia;Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Mecanismo online para referências (MORE), Portal de Periódicos da CAPES, Repositório Institucional (RI), Salas de estudo, Treinamentos de usuários (normalização, bases de dados etc.);Facebook, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;3;3;3;2;2; ;Sim;2;Sim;3;Não;9;Não;9;3; ;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;3;Sim;3; ;Parcialmente;Suficiente;Suficiente;Sim;Não sei; ;Parcialmente;Parcialmente;Parcialmente;Insuficiente;1; ;Parcialmente;Parcialmente;Parcialmente;Sim;3; ; ; ; ; ;Parcialmente;4; 
169;24-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Levantamento bibliográfico automatizado, Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Repositório Institucional (RI), Salas de estudo;Cartazes, Facebook, Site da biblioteca, Portal da UFC;Sim;Sim;3;2;2;3;3;Sugestão: Receber noticias sobre materiais disponíveis de determinado assunto do interesse do aluno por e-mail.;Sim;5;Sim;5;Sim;5;Sim;1;5;Gostaria de ter acesso a livros que estão disponíveis no Cariri que não constam nas bibliotecas da Capital.;Não;9;Sim;5;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;5;Sim;5; ;Parcialmente;Suficiente;Suficiente;Não;Não;Solicitar aos professores os planos de ensino e comprar os livros que estão sendo solicitados no plano.;Sim;Sim;Parcialmente;Suficiente;5; ;Sim;Sim;Sim;Não;9; ; ; ; ; ;Parcialmente;5; 
170;24-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Arquitetura e Urbanismo;Biblioteca do Curso de Arquitetura (BCA);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Portal da UFC;Sim;Sim;2;2;2;4;5; ;Sim;5;Sim;5;Sim;5;Não conheço;9;5; ;Não conheço;9;Não conheço;9;Nunca fiz levantamento bibliográfico;Não conheço;9; ;Não conheço;9;Não conheço;9; ;Sim;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Parcialmente;Sim;Suficiente;2; ;Parcialmente;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;4; 
171;24-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Engenharia de Petróleo;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Pós-Graduação em Engenharia (BPGE), Biblioteca do Curso de Física (BCF), Biblioteca do Curso de Matemática (BCM);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Orientação presencial na normalização de trabalhos acadêmicos, Salas de estudo, Solicitação de declaração de nada consta, Treinamentos de usuários (normalização, bases de dados etc.);Banners, Cartazes, Folders, Facebook, Notificações enviadas por e-mail, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Sim;5;4;4;4;5;Acredito que a Biblioteca Universitária está, cada dia mais, se aperfeiçoando e melhorando seus serviços, chegando cada vez mais perto do usuário, através de serviços e atividades que ensejam seu interesse e busca por informação e desenvolvimento.;Sim;3;Sim;4;Sim;5;Não;9;5;O atendimento é sempre eficiente, só com alguns momentos de menor simpatia de alguns funcionários. Mas, no geral, é sempre bom e de qualidade.;Não;9;Sim;5;Peço orientações a algum(a) bibliotecário(a) da UFC, Pesquiso no catálogo online, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;5;Sim;4; ;Sim;Suficiente;Suficiente;Não;Não sei;A variedade de livros relacionados com o meu curso é bastante satisfatória, principalmente, tratando-se de um curso novo na UFC, como a Engenharia de Petróleo. No início, havia certa dificuldade de encontrar bibliografias, mas com o tempo, pôde-se verificar que a UFC e a Biblioteca Universitária acataram diversas das solicitações de professores do meu curso para a aquisição de livros. Hoje, há uma grande variedade de livros e de temas, contribuindo e muito com o desenvolvimento dos alunos e o bom aprendizado.;Parcialmente;Sim;Sim;Suficiente;3;"Acredito que deve-se ter uma maior atenção com os condicionadores de ar das salas de estudo do piso superior, principalmente, por que eles apresentam defeitos frequentemente e, assim, não resfriam do jeito esperado. Dessa forma, prejudica muito o bom estudo dos alunos, já que o ambiente é fechado e fica bastante quente, gerando incômodos.

Outro ponto relevante é o concerto da rede wi-fi, pois ela é bastante complicada de se acessar (verificar o problema com a STI pode ser uma solução) nos dispositivos móveis e em computadores, pois em alguns cantos, seja nas mesas de estudo no piso do acervo ou nas salas superiores, não se consegue sinal o ele é fraquíssimo.";Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;5;Acho que a Biblioteca está no rumo certo, buscando melhorar o serviço público prestado e a qualidade desse. Ferramentas como esse formulário, em que o usuário pode expressar suas opiniões e sugestões de forma construtiva e positiva são de bastante relevância e trazem resultados rápidos e honestos, além de condizentes.
172;24-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Repositório Institucional (RI), Salas de estudo;Blog, Facebook, Site da biblioteca, Portal da UFC;Sim;Sim;3;3;3;3;2; ;Sim;4;Sim;4;Não;9;Não;9;9; ;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não conheço;Não; ;Sim;Sim;Sim;Suficiente;3; ;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Parcialmente;Parcialmente; ;Não;5; 
173;24-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Consulta ao catálogo online, Empréstimo de exemplares, Repositório Institucional (RI);Facebook, Portal da UFC;Sim;Sim;4;3;3;4;2; ;Sim;2;Não;9;Não;9;Não;9;9; ;Sim;3;Sim;5;Pesquiso no catálogo online, Pesquiso em outros sites na Internet;Não;9; ;Sim;3;Não;9; ;Sim;Suficiente;Suficiente;Não conheço;Não sei; ;Sim;Sim;Não;Suficiente;1;Deveriam haver mais salas em grupo, as existentes são insuficientes.;Parcialmente;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Não;3; 
174;24-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Farmácia;Biblioteca das Casas de Cultura Estrangeira (BCCE), Biblioteca de Ciências da Saúde (BCS), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Salas de estudo;Nenhum;Sim;Parcialmente;3;2;2;2;3;"Catálogo online com péssima funcionalidade, extremamente lento.
Não divulgação da possibilidade de empréstimos de ebooks.";Sim;5;Sim;4;Não;9;Não;9;9;O uso do leitor biométrico é supérfluo, dispensável e muitas vezes causa demora no atendimento.;Não;9;Não;9;Pesquiso em outros sites na Internet;Não;9;Extrema falta de divulgação dos tais serviços citados nesta pesquisa.;Não;9;Não;9;Extrema falta de divulgação dos tais serviços citados nesta pesquisa.;Parcialmente;Suficiente;Suficiente;Não;Não sei;Extrema falta de divulgação do tal acervo eletrônico (alguém conhece? eu não).;Sim;Sim;Parcialmente;Insuficiente;2;"Rede wifi deficiente que não supre de forma alguma a demanda dos estudantes.
Sugestão: Aumentar o número de hotspots não só nas bibliotecas mas em todos os campi.";Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Não conheço;Não conheço;Mais uma vez a UFC peca em sua comunicação com seus alunos pois nem os mesmo sabem de seus serviços.;Parcialmente;4;O que se pode observar é que o ponto onde se deve manter o maior empenho para sequer obter um melhor retorno nos próprios questionários iguais a este, é a questão da comunicação e divulgação dos serviços que a universidade tem a oferecer, para que seus alunos possam estar a par e utilizar tais serviços.
175;24-mar-2016;Professor;Masculino; ;Ciências Econômicas;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Livros eletrônicos (e-books), Portal de Periódicos da CAPES;Portal da UFC;Sim;Não;1;1;1;1;1; ;Não;1;Sim;1;Sim;1;Não conheço;9;9; ;Não;9;Não;9;Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Parcialmente;Insuficiente;Insuficiente;Sim;Não; ;Não;Não;Não;Insuficiente;1; ;Não;Não;Não;Não;9;Não conheço;Não conheço;Não;Não; ;Parcialmente;5; 
176;24-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Educação Física;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Portal de Periódicos da CAPES, Salas de estudo;Facebook, Portal da UFC;Sim;Sim;5;5;4;5;5; ;Sim;4;Sim;4;Sim;4;Não conheço;9;5; ;Não;9;Não;9;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Sim;Insuficiente;4; ;Sim;Sim;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;9; 
177;24-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Odontologia;Biblioteca de Ciências da Saúde (BCS), Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Salas de estudo;Cartazes, Notificações enviadas por e-mail, Site da biblioteca, Portal da UFC;Sim;Sim;9;9;9;9;2;Indexação da busca ruim do acervo.;Não;3;Sim;2;Não sei;9;Não conheço;9;9; ;Não conheço;9;Não conheço;9;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não;9;Não;9; ;Sim;Insuficiente;Insuficiente;Não;Não;Não contém livros indicados pelos professores da disciplina.;Parcialmente;Parcialmente;Não;Suficiente;2;Uma Universidade Federal merecia uma internet mais rápida mesmo com muitos usuários conectados.;Parcialmente;Parcialmente;Não;Não;9; ; ; ; ; ;Não;3;Meio confuso, pois mesmo que diga que não usa o serviço, ainda aparece a opção para avaliá-lo.
178;24-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH), Biblioteca do Curso de Arquitetura (BCA);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Treinamentos de usuários (normalização, bases de dados etc.);Cartazes, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Parcialmente;4;5;5;4;4; ;Sim;4;Sim;4;Sim;5;Não;9;5; ;Não;9;Sim;4;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;5;Não;9; ;Parcialmente;Suficiente;Suficiente;Não;Não; ;Parcialmente;Sim;Parcialmente;Suficiente;3;Se possível observar a quantidade de salas para estudo em grupo, e também se estar sendo usado por um grupo ou simplesmente por uma pessoa que quer ficar só.;Não;Parcialmente;Não;Sim;4; ; ; ; ;Observar e melhorar os arredores da Biblioteca do Centro de Humanidade para possibilitar o acesso para deficientes.;Parcialmente;4; 
179;24-mar-2016;Aluno;Feminino;Graduação – Licenciatura;Pedagogia;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Salas de estudo;Facebook, Notificações enviadas por e-mail, Página inicial do catálogo online, Portal da UFC;Sim;Sim;5;5;4;3;4; ;Sim;5;Sim;5;Sim;5;Não;9;4; ;Não;9;Sim;5;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Não;9;Não;9; ;Sim;Insuficiente;Insuficiente;Não;Não sei; ;Sim;Sim;Sim;Insuficiente;1; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Não conheço;Não conheço; ;Sim;5; 
180;24-mar-2016;Aluno;Feminino;Graduação – Licenciatura;Química;Biblioteca de Ciências e Tecnologia (BCT), Biblioteca do Curso de Física (BCF);Não; ;Acesso à coleção ABNT online, Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Empréstimo de exemplares, Internet sem fio (Wi-Fi);Cartazes, Folders, Biblionotícias, Página inicial do catálogo online, Site da biblioteca;Sim;Sim;4;4;4;4;9; ;Sim;9; ;9;Não;9;Não;9;9; ;Não conheço;9;Não conheço;9;Pesquiso no catálogo online, Recorro ao acervo da(s) biblioteca(s) da UFC;Não conheço;9; ;Não;9;Não conheço;9; ;Não;Suficiente;Suficiente;Não conheço;Não sei; ;Parcialmente;Sim;Parcialmente;Insuficiente;3; ;Sim;Parcialmente;Parcialmente;Não;9;Não conheço;Não conheço;Não conheço; ; ;Sim;5; 
181;25-mar-2016;Aluno;Masculino;Graduação – Bacharelado;Engenharia de Produção Mecânica;Biblioteca do Campus de Russas (BCR);Não; ;Empréstimo de exemplares, Salas de estudo;Folders, Facebook;Sim;Sim;4;5;4;4;4; ;Sim;5;Sim;5;Sim;5;Não;9;4; ;Não;9;Não;9;Nunca fiz levantamento bibliográfico;Não;9; ;Não;9;Não;9; ;Parcialmente;Suficiente;Insuficiente;Não conheço;Não;Faltam mais exemplares para o campus de Russas!;Sim;Parcialmente;Não;Insuficiente;5;A sala da biblioteca no campus de Russas é pequena demais, sem estrutura.;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Sim;Não conheço; ;Sim;4; 
182;25-mar-2016;Aluno;Feminino;Pós-Graduação – Mestrado;Medicina;Biblioteca de Ciências da Saúde (BCS);Não; ;Acesso à coleção ABNT online, Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Biblioteca Digital Brasileira de Teses e Dissertações (BDTD), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Portal de Periódicos da CAPES, Repositório Institucional (RI), Salas de estudo, Solicitação de declaração de nada consta, Tutoriais (passo a passo de como utilizar os serviços oferecidos);Biblionotícias, Página inicial do catálogo online, Site da biblioteca, Portal da UFC;Sim;Não;4;5;5;5;4;Tentei acessar os e-book's e não consegui. Acho que as informações nao foram claras.;Sim;4;Sim;4;Sim;4;Não conheço;9;4; ;Sim;4;Sim;5;Pesquiso no catálogo online, Pesquiso em bibliotecas digitais na Internet, Pesquiso em outros sites na Internet, Recorro ao acervo da(s) biblioteca(s) da UFC;Não;9; ;Sim;5;Sim;4; ;Parcialmente;Suficiente;Insuficiente;Sim;Não; ;Parcialmente;Parcialmente;Parcialmente;Insuficiente;2; ;Sim;Parcialmente;Sim;Não;9; ; ; ; ;As escadas para acesso ao piso superior da biblioteca da saúde fortaleza, são barreira para podermos ir à sala de estudos.;Sim;5; 
183;25-mar-2016;Aluno;Feminino;Graduação – Bacharelado;Biblioteconomia;Biblioteca da Faculdade de Economia, Administração, Atuária e Contabilidade (BFEAAC), Biblioteca de Ciências Humanas (BCH);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Treinamentos de usuários (normalização, bases de dados etc.);Notificações enviadas por e-mail, Site da biblioteca, Portal da UFC;Sim;Sim;5;3;5;4;5; ;Sim;4;Não;9;Sim;5;Não;9;9; ;Não;9;Sim;5;Compareço aos treinamentos ministrados pelo Sistema de Bibliotecas da UFC;Não;9; ;Sim;4;Não conheço;9; ;Sim;Suficiente;Suficiente;Não;Não sei; ;Sim;Sim;Não;Suficiente;4; ;Sim;Sim;Sim;Não;9;Não conheço;Não conheço;Não conheço;Sim; ;Sim;4;"Achei muito logo. Mas infelizmente é necessário. Gostaria que a biblioteca   oferecesse mais curso de normalização além do básico. Montasse um curso em níveis 01,02,03... Abarcando mais referencias como a juridica. desdobrando mais a ABNT 6023 que tem alguns exemplos e só. 

Obrigada pelo interesse em ouvir  os usuários.

Bom trabalho!"
184;25-mar-2016;Aluno;Masculino;Graduação – Licenciatura;Química;Biblioteca de Ciências e Tecnologia (BCT);Não; ;Atendimento presencial na(s) biblioteca(s), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Salas de estudo, Solicitação de declaração de nada consta;Biblionotícias, Página inicial do catálogo online, Site da biblioteca;Sim;Sim;5;4;4;4;4;Mais livros disponíveis no início do semestre, pois a demanda é superior a oferta.;Sim;5;Sim;5;Sim;4;Não;9;4;ótimo.;Não;9;Sim;4;Nunca fiz levantamento bibliográfico;Não;9; ;Sim;5;Sim;4;importante para as dificuldades acadêmicas,pois muitas dúvidas são esclarecidas.;Sim;Suficiente;Suficiente;Não;Não;precisa melhorar em quantidade.; ;Sim;Sim;Suficiente;3; ;Sim;Sim;Sim;Não;9; ; ; ; ; ;Sim;4;ótimo, é sempre importante avaliar
185;25-mar-2016;Aluno;Feminino;Pós-Graduação – Mestrado;Medicina;Biblioteca de Ciências da Saúde (BCS), Biblioteca de Ciências e Tecnologia (BCT);Não; ;Acesso ao Guia de Normalização de Trabalhos Acadêmicos, Atendimento presencial na(s) biblioteca(s), Catalogação na publicação (ficha catalográfica), Consulta ao catálogo online, Consulta local ao acervo físico, Empréstimo de exemplares, Internet sem fio (Wi-Fi), Livros eletrônicos (e-books), Portal de Periódicos da CAPES, Salas de estudo, Solicitação de declaração de nada consta;Site da biblioteca;Sim;Parcialmente;3;2;4;9;2; ;Não;5;Sim;5;Não sei;9;Não conheço;9;4; ;Não conheço;9;Sim;3;Pesquiso no catálogo online, Pesquiso em outros sites na Internet;Sim;4;"O guia de normalização é pouca claro em alguns aspectos da formatação.
As bibliotecas possuem acervo de livro didáticos, poucos são os livros que servem para utilizar como bibliografias de monografias e teses.";Sim;4;Não conheço;9; ;Parcialmente;Insuficiente;Suficiente;Não conheço;Não;"Livros que são bastante requisitados nos campus de Fortaleza, muitas vezes estão todos emprestados, enquanto que em outros municípios do interior estão disponíveis em grande quantidade.
Poderia ser adquirido e-books de todos os livros para os alunos não terem que ficar longos períodos na fila de espera das reservas.
O sistema de reserva de livros é péssimo!";Parcialmente;Parcialmente;Não;Insuficiente;1;;Sim;Sim;Não;Não;9;Não conheço;Não conheço;Parcialmente;Não conheço; ;Não;3; 
